4397,"","Armour® Thyroid"
3656,"","Aromasin®"
1518,"","Arranon®"
8,"","Arsenic Trioxide Injection"
3488,"","Artane Sequels®"
3487,"","Artane®"
233,"","Artemether and Lumefantrine"
2313,"","Arzerra®"
1983,"","Asacol®"
2816,"","Ascarel®"
26,"","Ascorbic Acid"
965,"","Ascot®"
1836,"","Ascriptin®"
28,"","Asenapine"
4231,"","Asmalix®"
1254,"","Asmanex®"
4760,"","Asparaginase Injection"
1837,"","Aspergum®"
1838,"","Aspidrox®"
1839,"","Aspir-Mox®"
1841,"","Aspir-trin®"
261,"","Aspirin"
580,"","Aspirin and Codeine"
70,"","Aspirin and Extended-Release Dipyridamole"
765,"","Aspirin, Butalbital, and Caffeine"
1840,"","Aspirtab®"
3624,"","Astelin® Nasal Spray"
1711,"","Atacand®"
4086,"","Atarax®"
230,"","Atazanavir"
4087,"","Atazine®"
330,"","Atenolol"
4395,"","Ativan®"
197,"","Atomoxetine"
919,"","Atorvastatin"
274,"","Atovaquone"
2525,"","Atralin®"
1666,"","Atropine Care® 1%"
181,"","Atropine Ophthalmic"
1667,"","Atropisol®"
4341,"","Atrovent®"
75,"","Auranofin"
4304,"","Avandia®"
963,"","Avapro®"
1096,"","Avastin®"
4276,"","Avelox I.V.®"
4448,"","Avelox®"
3743,"","Aventyl®"
1673,"","Avinza®"
2526,"","Avita®"
3492,"","Avodart®"
1909,"","Avonex®"
1735,"","Axert®"
1742,"","Axid®"
1743,"","Axid® AR Acid Reducer"
1744,"","Axid® Pulvules®"
1779,"","Aygestin®"
248,"","Azacitidine Injection"
3677,"","Azasan®"
612,"","Azathioprine"
682,"","Azelaic Acid Topical"
575,"","Azelastine Nasal Spray"
389,"","Azelastine Ophthalmic"
3892,"","Azelex®"
1004,"","Azilect®"
4759,"","Azilsartan"
817,"","Azithromycin"
1553,"","Azmacort® Metered Dose Inhaler"
1797,"","Azo-100®"
1798,"","Azo-Gesic®"
1799,"","Azo-Standard®"
1242,"","Azopt®"
3671,"","Azulfidine®"
3672,"","Azulfidine® EN-tabs®"
2341,"","Babee Cof®"
716,"","Baclofen Oral"
1931,"","Bactrim®"
1932,"","Bactrim® DS"
1589,"","Bactroban®"
1590,"","Bactroban® Nasal"
398,"","Balsalazide"
3321,"","Baneol®"
1992,"","Banophen M-S® Cream"
4137,"","Banophen®"
1755,"","Banzel®"
2922,"","Baraclude®"
4123,"","Baricon®"
1800,"","Baridium®"
742,"","Barium Sulfate"
4122,"","Baro-cat®"
4124,"","Barobag®"
1842,"","Bayer® Aspirin"
923,"","Becaplermin Topical"
65,"","Beclomethasone Nasal Inhalation"
778,"","Beclomethasone Oral Inhalation"
1089,"","Beconase AQ® Nasal Spray"
2259,"","Beepen-VK®"
4739,"","Belimumab Injection"
836,"","Belladonna Alkaloid Combinations and Phenobarbital"
1199,"","Ben-Aqua®"
4138,"","Benadryl®"
1993,"","Benadryl® Cream"
1994,"","Benadryl® Gel"
1995,"","Benadryl® Spray"
524,"","Benazepril"
740,"","Benazepril and Hydrochlorothiazide"
15,"","Bendamustine Injection"
4377,"","Benicar®"
907,"","Bentoquatam Topical"
3779,"","Bentyl®"
2342,"","Benylin®"
1200,"","Benzac®"
1201,"","Benzagel®"
1202,"","Benzashave®"
1203,"","BenzEFoam®"
1204,"","Benziq®"
193,"","Benzonatate"
96,"","Benzoyl Peroxide"
1,"","Benztropine Mesylate Oral"
4738,"","Benzyl Alcohol Topical"
511,"","Bepotastine Ophthalmic"
3485,"","Bepreve®"
710,"","Besifloxacin Ophthalmic"
4045,"","Besivance®"
3747,"","Beta-2®"
3786,"","Beta-Val®"
3782,"","Betaderm®"
2165,"","Betagan®"
256,"","Betaine"
3783,"","Betamethacot®"
652,"","Betamethasone Topical"
3784,"","Betanate®"
1030,"","Betapace AF®"
1031,"","Betapace®"
2260,"","Betapen-VK®"
3785,"","Betatrex®"
501,"","Betaxolol"
664,"","Betaxolol Ophthalmic"
833,"","Bethanechol"
3756,"","Betimol®"
3865,"","Betoptic S®"
3864,"","Betoptic®"
71,"","Bevacizumab Injection"
762,"","Bexarotene"
216,"","Bexarotene Topical"
4310,"","Bexxar®"
1005,"","Biaxin® Filmtab®"
1006,"","Biaxin® Granules"
1007,"","Biaxin® XL Filmtab"
1008,"","Biaxin® XL Pac"
109,"","Bicalutamide"
2031,"","Bidex®"
1907,"","Biltricide®"
450,"","Bimatoprost Ophthalmic"
170,"","Bimatoprost Topical"
1205,"","Binora®"
3934,"","Bio-Statin®"
3799,"","Bisa-Plex®"
3800,"","Bisac-Evac®"
654,"","Bisacodyl"
2286,"","Bisacodyl®"
3801,"","Bisco-Lax®"
401,"","Bismuth Subsalicylate"
900,"","Bismuth Subsalicylate, Metronidazole, and Tetracycline Combination"
3802,"","Bisolax®"
829,"","Bisoprolol"
1927,"","Bleph-10"
3506,"","Blocadren®"
1739,"","Bonine®"
4610,"","Boniva®"
3437,"","Boniva® Injection"
523,"","Bortezomib"
225,"","Bosentan"
4617,"","Botox®"
4618,"","Botox® Cosmetic"
994,"","Breezee® Mist Antifungal Foot Powder"
2274,"","Brethine®"
1206,"","Brevoxyl®"
447,"","Brimonidine Ophthalmic"
97,"","Brinzolamide Ophthalmic"
4139,"","Bromanate® AF"
4754,"","Bromfenac Ophthalmic"
107,"","Bromocriptine"
161,"","Brompheniramine"
4232,"","Bronkodyl®"
3700,"","Brovana®"
1554,"","Brovex®"
2343,"","Buckley's®"
2032,"","Buckley's® Chest Congestion"
483,"","Budesonide Nasal Spray"
323,"","Budesonide Oral"
642,"","Budesonide Oral Inhalation"
1843,"","Bufferin®"
1844,"","Buffex®"
3449,"","Bullfrog®"
278,"","Bumetanide"
1939,"","Bumex®"
338,"","Buprenorphine Sublingual"
139,"","Bupropion"
3397,"","BuSpar®"
3398,"","BuSpar® Dividose"
472,"","Buspirone"
4770,"","Busulfan"
4742,"","Busulfan Injection"
545,"","Butabarbital"
3579,"","Butisol Sodium®"
56,"","Butoconazole Vaginal Cream"
159,"","Butorphanol Injection"
529,"","Butorphanol Nasal Spray"
4140,"","Bydramine®"
962,"","Byetta®"
4422,"","Bystolic®"
966,"","C-500® Chewable Tablet"
967,"","C-Time®"
2828,"","C/T/S®"
4744,"","Cabazitaxel Injection"
4117,"","Calan®"
346,"","Calcipotriene Topical"
308,"","Calcitonin Salmon Injection"
561,"","Calcitonin Salmon Nasal Spray"
443,"","Calcitriol"
510,"","Calcium Carbonate"
3322,"","Caldecort®"
3478,"","Calel-D®"
3479,"","Caltrate 600®"
3421,"","Campath®"
4722,"","Camphorated Tincture of Opium®"
2192,"","Campral®"
4646,"","Camptosar®"
1984,"","Canasa®"
204,"","Candesartan"
519,"","Candesartan and Hydrochlorothiazide"
4198,"","Capex® Shampoo"
4665,"","Capoten®"
906,"","Captopril"
262,"","Captopril and Hydrochlorothiazide"
1794,"","Carafate®"
98,"","Carbamazepine"
1243,"","Carbatrol®"
989,"","Cardene®"
990,"","Cardene® SR"
1722,"","Cardizem®"
1723,"","Cardizem® CD"
1724,"","Cardizem® LA"
1725,"","Cardizem® SR"
2872,"","Cardoxin®"
4229,"","Cardura®"
789,"","Carisoprodol"
3323,"","Carmol® HC"
3803,"","Carters Little Pills®"
1726,"","Cartia XT®"
680,"","Carvedilol"
2287,"","Cascara Sagrada®"
1270,"","Casodex®"
2288,"","Castor Oil®"
3521,"","Cataflam®"
3443,"","Catapres-TTS®"
3667,"","Catapres®"
4064,"","Caverject Impulse®"
4063,"","Caverject®"
4650,"","Ceclor®"
4651,"","Ceclor® Pulvules®"
968,"","Cecon® Drops"
1662,"","Cedax®"
902,"","Cefaclor"
856,"","Cefadroxil"
399,"","Cefdinir"
783,"","Cefditoren"
42,"","Cefixime"
79,"","Cefotetan Injection"
142,"","Cefpodoxime"
166,"","Cefprozil"
4767,"","Ceftaroline Injection"
178,"","Ceftibuten"
987,"","Ceftin®"
646,"","Ceftriaxone Injection"
37,"","Cefuroxime"
1594,"","Cefzil®"
3622,"","Celebrex®"
573,"","Celecoxib"
4614,"","Celexa®"
3399,"","CellCept®"
4668,"","Celontin®"
1610,"","Cenafed®"
3821,"","Cenestin®"
969,"","Centrum® Singles-Vitamin C"
622,"","Cephalexin"
667,"","Certolizumab Injection"
3545,"","Cervidil®"
3501,"","Cesamet®"
3324,"","Cetacort®"
321,"","Cetirizine"
481,"","Cetuximab Injection"
970,"","Cevi-Bid®"
624,"","Cevimeline"
4366,"","Chantix®"
2844,"","Chem-Sol®"
1611,"","Chlor Trimeton® Nasal Decongestant"
1367,"","Chlor-Trimeton®"
112,"","Chloral Hydrate"
4765,"","Chlorambucil"
452,"","Chloramphenicol Injection"
201,"","Chlordiazepoxide"
701,"","Chlordiazepoxide and Clidinium"
587,"","Chloroquine Phosphate Oral"
490,"","Chlorothiazide"
117,"","Chlorpheniramine"
1368,"","Chlorphen®"
218,"","Chlorpromazine"
41,"","Chlorpropamide"
798,"","Chlorthalidone"
390,"","Chlorzoxazone"
3429,"","Chlotride®"
1767,"","Cholac® Syrup"
582,"","Cholestyramine Resin"
207,"","Choline Magnesium Trisalicylate"
3480,"","Chooz®"
4100,"","Cialis®"
53,"","Ciclesonide Nasal Spray"
35,"","Ciclesonide Oral Inhalation"
10,"","Ciclopirox Topical Solution"
4429,"","Cilium®"
557,"","Cilostazol"
4615,"","Ciloxan®"
297,"","Cimetidine"
3868,"","Cimzia®"
196,"","Cinacalcet"
3528,"","Cinalog® Topical Cream"
3529,"","Cinolar® Topical Ointment"
381,"","Ciprofloxacin"
190,"","Ciprofloxacin and Dexamethasone Otic"
637,"","Ciprofloxacin and Hydrocortisone Otic"
158,"","Ciprofloxacin Injection"
892,"","Ciprofloxacin Ophthalmic"
2337,"","Cipro®"
1552,"","Cipro® I.V."
2338,"","Cipro® XR"
559,"","Cisapride"
891,"","Citalopram"
954,"","Claravis®"
3955,"","Clarinex®"
3957,"","Clarinex® Reditabs®"
3463,"","Clarine®"
44,"","Clarithromycin"
4355,"","Claritin®"
1207,"","Clear By Design®"
4356,"","Clear-Atadine®"
1208,"","Clearasil®"
1476,"","Clearasil® Ultra Daily Face Wash"
1209,"","Clearplex®"
1210,"","Clearskin®"
299,"","Clemastine"
2300,"","Cleocin ®"
2822,"","Cleocin-T®"
3627,"","Cleocin®"
3866,"","Cleocin®"
4106,"","Climara®"
1211,"","Clinac BPO®"
2823,"","Clinda-Derm®"
2824,"","Clindagel®"
2301,"","Clindamax®"
2825,"","Clindamax®"
577,"","Clindamycin"
722,"","Clindamycin and Benzoyl Peroxide Topical"
665,"","Clindamycin Injection"
423,"","Clindamycin Topical"
359,"","Clindamycin Vaginal"
2826,"","ClindaReach®"
3628,"","ClindaRobe®"
2302,"","Clindesse®"
2827,"","Clindets®"
2269,"","Clinoril®"
3629,"","Clinsol®"
407,"","Clioquinol Topical"
143,"","Clobetasol"
1520,"","Clobevate®"
1521,"","Clobex® Medicated Shampoo"
310,"","Clofarabine Injection"
2177,"","Clolar®"
938,"","Clomid®"
9,"","Clomiphene"
357,"","Clomipramine"
239,"","Clonazepam"
605,"","Clonidine"
498,"","Clonidine Transdermal"
791,"","Clopidogrel"
251,"","Clorazepate"
145,"","Clotrimazole"
439,"","Clozapine"
2891,"","Clozaril®"
277,"","Co-trimoxazole Oral"
110,"","Codeine"
929,"","Cogentin®"
1607,"","Cognex®"
3879,"","Colace®"
3804,"","Colax®"
2552,"","Colazal®"
741,"","Colchicine"
138,"","Colesevelam"
4673,"","Colestid®"
4674,"","Colestid® Flavored Granules"
4675,"","Colestid® Granules"
914,"","Colestipol"
1141,"","Colic Drops"
1142,"","Colicon®"
3664,"","CoLyte®"
4278,"","Commit® lozenges"
1477,"","Compound W® products"
4141,"","Compoz® Nighttime Sleep Aid"
3623,"","Compro®"
2510,"","Comtan®"
2595,"","Conacetol®"
3574,"","Concerta®"
1612,"","Congestaclear®"
1768,"","Constilac® Syrup"
1769,"","Constulose®"
1613,"","Contac®"
3872,"","Copaxone®"
2308,"","Copegus®"
3450,"","Coppertone®"
3325,"","Coraz®"
2162,"","Cordarone®"
4478,"","Cordran®"
4479,"","Cordran® SP"
4480,"","Cordran® Tape"
3890,"","Coreg CR®"
3889,"","Coreg®"
1915,"","Corgard®"
1522,"","Cormax®"
3805,"","Correctol®"
3329,"","Cort-Dome®"
3326,"","Cortaid®"
3327,"","CortAlo®"
3328,"","Cortane®"
3524,"","Cortef®"
3330,"","Corticaine®"
3331,"","Corticool®"
3332,"","Corticreme®"
3333,"","Cortizone®"
3334,"","Cotacort®"
2310,"","Coumadin®"
4118,"","Covera®"
1825,"","Cozaar®"
2344,"","Creo-Terpin®"
2345,"","Creomulsion®"
2206,"","Creon® 10 Minimicrospheres®"
2207,"","Creon® 20 Minimicrospheres®"
2208,"","Creon® 5 Minimicrospheres®"
1776,"","Crestor®"
4598,"","Crixivan®"
546,"","Cromolyn Sodium Nasal Solution"
751,"","Cromolyn Sodium Oral Inhalation"
1528,"","Cruex® Antifungal"
2270,"","Cubicin®"
1782,"","Curretab®"
2023,"","Cutivate®"
735,"","Cyanocobalamin Injection"
734,"","Cyanocobalamin Nasal"
541,"","Cyclobenzaprine"
1260,"","Cycloset®"
27,"","Cyclosporine"
878,"","Cyclosporine Injection"
514,"","Cyclosporine Ophthalmic"
1783,"","Cycrin®"
4116,"","Cymbalta®"
171,"","Cyproheptadine"
1829,"","Cystadane®"
2807,"","Cystospaz-M®"
2806,"","Cystospaz®"
2579,"","Cytomel®"
2582,"","Cytotec®"
2303,"","Cytovene®"
4746,"","Dabigatran"
4457,"","Dacogen®"
4737,"","Dalfampridine"
1712,"","Dalmane®"
54,"","Danazol"
1029,"","Danocrine®"
3448,"","Dantrium®"
503,"","Dantrolene Oral"
666,"","Dapiprazole Ophthalmic"
790,"","Dapsone"
340,"","Daptomycin Injection"
86,"","Darbepoetin Alfa Injection"
670,"","Darifenacin"
579,"","Darunavir"
1452,"","Darvon-N®"
1451,"","Darvon®"
194,"","Dasatinib"
2028,"","Dayhist® Allergy"
2571,"","Daypro®"
4602,"","Daytrana®"
4676,"","Dazidox®"
4616,"","DDAVP®"
3599,"","DDAVP® Nasal Spray"
3600,"","DDAVP® Rhinal Tube"
3407,"","Decadron®"
3919,"","Decadron®"
853,"","Decitabine Injection"
3568,"","Declomycin®"
615,"","Deferasirox"
59,"","Degarelix Injection"
1143,"","Degas®"
1212,"","Del-Aqua®"
3787,"","Del-Beta®"
815,"","Delavirdine"
3335,"","Delcort®"
2315,"","Delestrogen®"
3530,"","Delta-Tritex® Topical Cream"
2281,"","Demadex Oral®"
539,"","Demeclocycline"
4468,"","Demerol® Hydrochloride"
4469,"","Demerol® Hydrochloride Syrup"
3916,"","Denavir®"
4755,"","Denileukin Diftitox Injection"
4740,"","Denosumab Injection"
3764,"","Depakene®"
3765,"","Depakote®"
3766,"","Depakote® ER"
3767,"","Depakote® Sprinkle"
2316,"","DEPO-Estradiol®"
4719,"","Depo-Provera®"
4720,"","depo-subQ provera 104®"
1996,"","Derma-Pax® Spray"
4199,"","Derma-Smoothe/FS®"
3423,"","Dermacin®"
3336,"","Dermacort®"
1997,"","Dermarest Anti-Itch® Cream"
1998,"","Dermarest Anti-Itch® Gel"
3337,"","Dermarest® Eczema Medicated Lotion"
3339,"","Dermolate®"
3338,"","Dermol® HC"
3340,"","Dermtex® HC"
1529,"","Desenex® Cream"
1097,"","Desenex® Topical Powder"
805,"","Desipramine"
702,"","Desloratadine"
893,"","Desmopressin (Oral)"
560,"","Desmopressin Nasal"
89,"","Desonide Topical"
1139,"","DesOwen®"
288,"","Desoximetasone Topical"
4495,"","Despec-SF®"
1213,"","Desquam®"
305,"","Desvenlafaxine"
4345,"","Detrol®"
4346,"","Detrol® LA"
3920,"","Dexair®"
2346,"","Dexalone®"
3408,"","Dexamethasone Intensol®"
699,"","Dexamethasone Ophthalmic"
477,"","Dexamethasone Oral"
3921,"","Dexasol®"
3589,"","Dexedrine®"
2304,"","Dexilant® (formerly available as Kapidex®)"
361,"","Dexlansoprazole"
167,"","Dexmethylphenidate"
3409,"","Dexpak® Taperpak®"
542,"","Dexrazoxane Injection"
553,"","Dextroamphetamine"
353,"","Dextroamphetamine and Amphetamine"
383,"","Dextromethorphan"
3590,"","DextroStat®"
1826,"","DHE-45®"
1478,"","DHS Sal® Shampoo"
3311,"","Diabeta®"
2033,"","Diabetic Tussin® EX"
2347,"","Diabetuss®"
1002,"","Diabinese®"
3880,"","Dialose®"
1036,"","Diamode®"
3593,"","Diamox® Sequels®"
1037,"","Diar-Aid®"
3834,"","Diastat®"
609,"","Diazepam"
656,"","Diazepam Rectal"
1588,"","Dibenzyline®"
531,"","Diclofenac"
155,"","Diclofenac and Misoprostol"
132,"","Diclofenac Ophthalmic"
4750,"","Diclofenac Topical"
4736,"","Diclofenac Transdermal"
4,"","Dicloxacillin"
4142,"","Dicopanol®"
650,"","Dicyclomine"
470,"","Didanosine"
3647,"","Didronel®"
49,"","Diethylpropion"
2512,"","Differin®"
294,"","Diflorasone Topical"
2886,"","Diflucan®"
804,"","Diflunisal"
459,"","Difluprednate Ophthalmic"
2873,"","Digitek®"
432,"","Digoxin Oral"
254,"","Dihydroergotamine Injection and Nasal Spray"
1727,"","Dilacor XR®"
1599,"","Dilantin-125®"
1596,"","Dilantin®"
1597,"","Dilantin® Infatabs®"
1598,"","Dilantin® Kapseals®"
4706,"","Dilatrate®-SR"
4055,"","Dilaudid®"
1729,"","Dilt XR®"
1728,"","Dilt-CD®"
1730,"","Diltia XT®"
210,"","Diltiazem"
764,"","Dimenhydrinate"
1555,"","Dimetane®"
4496,"","Dimetapp® Cold Drops"
1614,"","Dimetapp® Decongestant"
4357,"","Dimetapp® ND"
537,"","Dinoprostone"
1125,"","Diovan®"
2340,"","Dipentum®"
4143,"","Diphedryl®"
4145,"","Diphenadryl®"
4146,"","Diphenhist®"
1999,"","Diphenhist® Cream"
746,"","Diphenhydramine"
289,"","Diphenhydramine Topical"
649,"","Diphenoxylate and Atropine"
4147,"","Diphenylin®"
4144,"","Diphen®"
673,"","Dipivefrin Ophthalmic"
3788,"","Diprolene®"
3789,"","Diprosone®"
101,"","Dipyridamole"
493,"","Disopyramide"
106,"","Disulfiram"
4474,"","Ditropan XL®"
4473,"","Ditropan®"
3430,"","Diuril®"
3513,"","Divigel®"
676,"","Docetaxel Injection"
3881,"","Docusate®"
566,"","Dofetilide"
801,"","Dolasetron"
3707,"","Dolgesic®"
4337,"","Dolobid®"
2596,"","Dolono®"
2895,"","Dolophine®"
425,"","Donepezil"
4349,"","Doribax®"
813,"","Doripenem Injection"
625,"","Dornase Alfa"
2318,"","Doryx®"
208,"","Dorzolamide and Timolol Ophthalmic"
708,"","Dorzolamide Ophthalmic"
3882,"","DOS®"
2277,"","Dovonex®"
766,"","Doxazosin"
491,"","Doxepin"
352,"","Doxepin Topical"
3806,"","Doxidan®"
3883,"","Doxinate®"
371,"","Doxycycline"
130,"","Doxylamine"
1480,"","Dr. Scholl's® products"
2902,"","Dralzine®"
4217,"","Dramamine®"
4218,"","Dramamine® Chewable"
1740,"","Dramamine® Less Drowsy"
2514,"","Dristan 12-Hour Nasal Spray"
1615,"","Drixoral® Non-Drowsy Formula"
674,"","Dronabinol"
255,"","Dronedarone"
3807,"","Dulcogen®"
2289,"","Dulcolax®"
3808,"","Dulcolax®"
738,"","Duloxetine"
1479,"","DuoPlant® Gel"
3595,"","Duragesic®"
2515,"","Duramist Plus®"
2935,"","Durezol®"
4460,"","Duricef®"
515,"","Dutasteride"
1019,"","Dynacin®"
4343,"","DynaCirc®"
4344,"","DynaCirc® CR®"
1448,"","Dyrenium®"
2193,"","Dysport®"
4148,"","Dytan®"
4125,"","E-Z-Disk®"
1845,"","Easprin®"
4265,"","EC-Naprosyn®"
179,"","Econazole Topical"
1958,"","Econopred®"
1846,"","Ecotrin®"
2845,"","Ed-In-Sol®"
1684,"","Edecrin®"
4065,"","Edex®"
631,"","Efalizumab Injection"
753,"","Efavirenz"
3438,"","Effexor®"
3439,"","Effexor® XR"
4379,"","Effient®"
1616,"","Efidac®"
593,"","Eflornithine"
3416,"","Efudex®"
4092,"","Elavil®"
2884,"","Eldepryl®"
3676,"","Elestat®"
3514,"","Elestrin®"
429,"","Eletriptan"
1671,"","Elidel®"
3679,"","Elimite®"
4060,"","Elitek®"
4233,"","Elixophyllin®"
2178,"","Ella®"
3444,"","Elmiron®"
4385,"","Elocon®"
4321,"","Eloxatin®"
306,"","Eltrombopag"
1523,"","Embeline®"
4307,"","Emcyt®"
3870,"","Emend®"
3632,"","Empirin with Codeine®"
1847,"","Empirin®"
964,"","Emsam®"
394,"","Emtricitabine"
2521,"","Emtriva®"
3871,"","Enablex®"
623,"","Enalapril"
918,"","Enalapril and Felodipine"
465,"","Enalapril and Hydrochlorothiazide"
3896,"","Enbrel®"
4093,"","Endep®"
4677,"","Endocodone®"
1014,"","Enduron®"
309,"","Enfuvirtide Injection"
3822,"","Enjuvia®"
852,"","Enoxaparin Injection"
391,"","Entacapone"
1848,"","Entaprin®"
453,"","Entecavir"
1849,"","Entercote®"
4270,"","Entereg®"
1617,"","Entex®"
2205,"","Entocort® EC"
1770,"","Enulose®"
4280,"","Epiflur®"
611,"","Epinastine Ophthalmic"
838,"","Epinephrine Injection"
4424,"","EpiPen® Auto-Injector"
4425,"","EpiPen® Jr. Auto-Injector"
1244,"","Epitol®"
